Sample-#, CA-V, CA-I, CB-V, CB-I 
0, 4.79667663574, -0.028991698855, 4.79034423828, 1.02386472281
1, 4.79667663574, 0.100708006357, 4.79026794434, 1.05438230094
2, 4.7966003418, 0.0244140628638, 4.7900390625, 1.20697019156
3, 4.79682922363, 0.154113775352, 4.79019165039, 0.962829566561
4, 4.79667663574, 0.123596197227, 4.79042053223, 0.985717750154
5, 4.79698181152, -0.0366210952052, 4.79042053223, 0.901794410311
6, 4.79667663574, 0.00152587892899, 4.79034423828, 0.985717750154
7, 4.79682922363, 0.0625610337011, 4.79042053223, 1.01623532828
8, 4.79682922363, 0.0320434555761, 4.79026794434, 1.00097653922
9, 4.79667663574, 0.0167846683325, 4.79019165039, 1.09252927359
10, 4.79675292969, 0.184631353477, 4.79019165039, 0.932311988436
11, 4.79667663574, 0.0244140628638, 4.79019165039, 0.947570777498
12, 4.79652404785, 0.0320434555761, 4.79042053223, 0.932311988436
13, 4.79690551758, 0.0091552738013, 4.79034423828, 1.00097653922
14, 4.79690551758, 0.0625610337011, 4.79034423828, 1.00860593375
15, 4.79682922363, 0.0473022446386, 4.79042053223, 1.02386472281
16, 4.79675292969, 0.0549316391698, 4.7900390625, 0.955200172029
17, 4.79667663574, 0.0091552738013, 4.79019165039, 1.03912351187
18, 4.79652404785, 0.0625610337011, 4.79034423828, 0.993347144686
19, 4.79682922363, 0.0167846683325, 4.79011535645, 1.05438230094
20, 4.79690551758, 0.0473022446386, 4.79026794434, 1.05438230094
21, 4.79667663574, 0.108337400889, 4.79019165039, 0.962829566561
22, 4.79698181152, -0.0137329097925, 4.79026794434, 1.0467529064
23, 4.79675292969, 0.0244140628638, 4.79034423828, 0.924682593904
24, 4.79682922363, 0.0625610337011, 4.79026794434, 1.15356442984
25, 4.79690551758, 0.0778198227636, 4.79019165039, 1.11541745719
26, 4.79667663574, 0.0320434555761, 4.79042053223, 1.0467529064
27, 4.79698181152, 0.0854492172948, 4.79034423828, 0.978088355623
28, 4.79682922363, 0.13885498629, 4.79011535645, 1.08489987906
29, 4.79682922363, 0.0244140628638, 4.79026794434, 1.02386472281
30, 4.7966003418, 0.100708006357, 4.79026794434, 1.03149411734
31, 4.7966003418, 0.0167846683325, 4.79019165039, 1.10015866812
32, 4.79682922363, 0.0930786118261, 4.79019165039, 0.932311988436
33, 4.7966003418, -0.0900268569239, 4.79019165039, 0.955200172029
34, 4.79667663574, 0.0854492172948, 4.79019165039, 1.05438230094
35, 4.79675292969, 0.0320434555761, 4.79019165039, 1.03912351187
36, 4.79675292969, 0.0473022446386, 4.79034423828, 1.13067624625
37, 4.79675292969, 0.123596197227, 4.79026794434, 0.871276832186
38, 4.79690551758, 0.123596197227, 4.79019165039, 1.02386472281
39, 4.79667663574, 0.0091552738013, 4.79019165039, 0.932311988436
40, 4.79667663574, -0.0442504897364, 4.79011535645, 0.932311988436
41, 4.79667663574, -0.028991698855, 4.79019165039, 1.08489987906
42, 4.79682922363, 0.123596197227, 4.79026794434, 1.05438230094
43, 4.7966003418, 0.0473022446386, 4.79019165039, 1.00097653922
44, 4.79652404785, 0.0549316391698, 4.79019165039, 1.02386472281
45, 4.79675292969, 0.108337400889, 4.79042053223, 1.02386472281
46, 4.79675292969, 0.0091552738013, 4.7900390625, 1.02386472281
47, 4.79675292969, 0.0473022446386, 4.79019165039, 0.970458961092
48, 4.79667663574, 0.0320434555761, 4.79011535645, 1.08489987906
49, 4.79682922363, 0.0778198227636, 4.79034423828, 1.01623532828
50, 4.79667663574, 0.108337400889, 4.79011535645, 0.978088355623
51, 4.79667663574, 0.0778198227636, 4.7900390625, 0.993347144686
52, 4.79667663574, 0.0701904282323, 4.79026794434, 0.962829566561
53, 4.79682922363, 0.0778198227636, 4.79042053223, 1.0467529064
54, 4.79667663574, -0.0137329097925, 4.79042053223, 0.962829566561
55, 4.79675292969, 0.123596197227, 4.79042053223, 0.978088355623
56, 4.79675292969, 0.0778198227636, 4.79019165039, 1.02386472281
57, 4.79682922363, 0.11596679542, 4.79026794434, 1.02386472281
58, 4.79675292969, 0.146484380821, 4.79019165039, 1.02386472281
59, 4.79675292969, 0.11596679542, 4.79026794434, 1.00097653922
60, 4.79682922363, 0.0930786118261, 4.79019165039, 1.17645261344
61, 4.79667663574, 0.0167846683325, 4.79019165039, 1.02386472281
62, 4.79652404785, 0.0701904282323, 4.79011535645, 1.00097653922
63, 4.79675292969, -0.0595092787989, 4.79019165039, 1.09252927359
64, 4.7966003418, 0.0320434555761, 4.79011535645, 1.05438230094
65, 4.79667663574, -0.0442504897364, 4.79019165039, 1.10015866812
66, 4.79644775391, 0.0473022446386, 4.79011535645, 1.00860593375
67, 4.79675292969, 0.0854492172948, 4.79019165039, 1.01623532828
68, 4.79667663574, -0.0595092787989, 4.7900390625, 1.10778806265
69, 4.79667663574, 0.0473022446386, 4.79011535645, 1.00097653922
70, 4.7966003418, 0.0473022446386, 4.79034423828, 0.947570777498
71, 4.79667663574, 0.0320434555761, 4.79026794434, 1.00860593375
72, 4.79644775391, 0.0930786118261, 4.79034423828, 0.970458961092
73, 4.79667663574, 0.0625610337011, 4.79019165039, 1.0467529064
74, 4.79667663574, 0.169372564415, 4.79019165039, 1.03149411734
75, 4.79667663574, 0.0930786118261, 4.79049682617, 1.03912351187
76, 4.7966003418, 0.0473022446386, 4.79019165039, 1.11541745719
77, 4.7966003418, 0.0473022446386, 4.79026794434, 1.02386472281
78, 4.79682922363, 0.0701904282323, 4.79011535645, 0.993347144686
79, 4.79675292969, 0.0854492172948, 4.79026794434, 0.955200172029
80, 4.79667663574, 0.00152587892899, 4.7900390625, 1.01623532828
81, 4.7966003418, 0.0549316391698, 4.79011535645, 0.993347144686
82, 4.7966003418, 0.0473022446386, 4.79011535645, 1.00860593375
83, 4.79667663574, 0.0091552738013, 4.79034423828, 1.01623532828
84, 4.7966003418, 0.0625610337011, 4.79011535645, 0.985717750154
85, 4.79667663574, 0.0396728501073, 4.78996276855, 1.00097653922
86, 4.7966003418, 0.123596197227, 4.79026794434, 1.00860593375
87, 4.79667663574, 0.0854492172948, 4.79042053223, 0.886535621248
88, 4.79690551758, 0.0549316391698, 4.79019165039, 1.06201169547
89, 4.79667663574, 0.0396728501073, 4.79011535645, 1.03912351187
90, 4.7966003418, 0.0778198227636, 4.79011535645, 1.01623532828
91, 4.79652404785, -0.0518798842677, 4.79011535645, 0.993347144686
92, 4.79652404785, 0.0625610337011, 4.79026794434, 0.955200172029
93, 4.79675292969, 0.0778198227636, 4.79019165039, 0.955200172029
94, 4.79667663574, -0.0366210952052, 4.79042053223, 1.06201169547
95, 4.79667663574, 0.0320434555761, 4.79011535645, 0.955200172029
96, 4.79682922363, 0.0473022446386, 4.79034423828, 1.00860593375
97, 4.79667663574, 0.108337400889, 4.79034423828, 1.08489987906
98, 4.7966003418, 0.0549316391698, 4.79019165039, 1.10015866812
99, 4.79675292969, 0.100708006357, 4.79026794434, 1.03149411734
100, 4.79667663574, 0.0396728501073, 4.78996276855, 0.955200172029
101, 4.7966003418, -0.00610351571595, 4.79011535645, 0.962829566561
102, 4.79667663574, 0.0854492172948, 4.79011535645, 0.924682593904
103, 4.79667663574, 0.108337400889, 4.79019165039, 1.03912351187
104, 4.79667663574, 0.00152587892899, 4.78996276855, 1.03912351187
105, 4.79637145996, 0.0244140628638, 4.79011535645, 1.08489987906
106, 4.79652404785, -0.0366210952052, 4.7900390625, 0.978088355623
107, 4.79652404785, 0.0320434555761, 4.79019165039, 1.06201169547
108, 4.79667663574, 0.0167846683325, 4.78996276855, 1.03912351187
109, 4.79644775391, 0.13885498629, 4.7900390625, 1.05438230094
110, 4.79644775391, 0.00152587892899, 4.79034423828, 0.962829566561
111, 4.7966003418, 0.100708006357, 4.79011535645, 1.03912351187
112, 4.79637145996, 0.0854492172948, 4.79011535645, 1.05438230094
113, 4.79675292969, 0.0396728501073, 4.78996276855, 0.970458961092
114, 4.7966003418, 0.0244140628638, 4.7900390625, 0.993347144686
115, 4.79675292969, -0.00610351571595, 4.79026794434, 0.985717750154
116, 4.7966003418, 0.0320434555761, 4.78988647461, 0.993347144686
117, 4.79637145996, 0.0701904282323, 4.79011535645, 1.08489987906
118, 4.79667663574, -0.00610351571595, 4.79011535645, 1.08489987906
119, 4.79667663574, 0.0778198227636, 4.79019165039, 0.932311988436
120, 4.79652404785, 0.00152587892899, 4.79019165039, 0.970458961092
121, 4.79682922363, 0.0396728501073, 4.7900390625, 0.871276832186
122, 4.79652404785, 0.0396728501073, 4.79034423828, 1.10778806265
