Sample-#, CA-V, CA-I, CB-V, CB-I 
0, 4.78912353516, 0.0396728501073, 4.78202819824, 0.894165015779
1, 4.78881835938, 0.100708006357, 4.7819519043, 0.932311988436
2, 4.78897094727, 0.169372564415, 4.78202819824, 1.1688232189
3, 4.78904724121, 0.222778326133, 4.78202819824, 1.06964109
4, 4.78912353516, 0.0320434555761, 4.78187561035, 1.07727048453
5, 4.78904724121, 0.123596197227, 4.78210449219, 0.993347144686
6, 4.78889465332, 0.0167846683325, 4.78210449219, 1.08489987906
7, 4.78904724121, 0.0930786118261, 4.78225708008, 1.03149411734
8, 4.78866577148, 0.0625610337011, 4.78202819824, 1.03149411734
9, 4.78912353516, 0.0549316391698, 4.78187561035, 1.00097653922
10, 4.78874206543, -0.00610351571595, 4.7819519043, 1.03912351187
11, 4.78912353516, 0.0167846683325, 4.78187561035, 1.0467529064
12, 4.78897094727, 0.00152587892899, 4.78210449219, 1.02386472281
13, 4.78897094727, 0.0320434555761, 4.78187561035, 1.03912351187
14, 4.78897094727, 0.108337400889, 4.7819519043, 1.00097653922
15, 4.78904724121, -0.0213623043237, 4.78187561035, 1.02386472281
16, 4.78912353516, 0.0930786118261, 4.78202819824, 0.978088355623
17, 4.78889465332, 0.0549316391698, 4.7819519043, 1.06964109
18, 4.78897094727, 0.0320434555761, 4.7819519043, 1.06201169547
19, 4.78874206543, 0.00152587892899, 4.78202819824, 0.985717750154
20, 4.78904724121, 0.0625610337011, 4.7819519043, 0.993347144686
21, 4.78904724121, 0.0854492172948, 4.78187561035, 1.0467529064
22, 4.78904724121, 0.0167846683325, 4.78202819824, 1.00860593375
23, 4.78897094727, 0.154113775352, 4.78179931641, 1.07727048453
24, 4.7891998291, 0.169372564415, 4.78187561035, 1.05438230094
25, 4.78897094727, 0.192260748008, 4.7819519043, 1.02386472281
26, 4.78904724121, 0.0625610337011, 4.78202819824, 1.09252927359
27, 4.78897094727, 0.0396728501073, 4.78187561035, 1.06964109
28, 4.7891998291, 0.108337400889, 4.7819519043, 1.13067624625
29, 4.78897094727, 0.0778198227636, 4.78179931641, 1.07727048453
30, 4.78889465332, 0.108337400889, 4.7819519043, 1.03149411734
31, 4.78912353516, 0.0549316391698, 4.7819519043, 0.955200172029
32, 4.78904724121, 0.0778198227636, 4.78202819824, 0.901794410311
33, 4.78881835938, 0.00152587892899, 4.78202819824, 1.02386472281
34, 4.78897094727, 0.0320434555761, 4.78179931641, 0.962829566561
35, 4.78889465332, 0.0244140628638, 4.78202819824, 0.917053199373
36, 4.78897094727, 0.100708006357, 4.78187561035, 1.09252927359
